Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd)
Maldives,Non-metallic minerals,785474000.0,kilogram,Minerals and mining,0.07,12,2023-05-19
Sudan (the),Non-metallic minerals,692145000.0,kilogram,Minerals and mining,0.07,3,2023-05-25
Fiji,Non-metallic minerals,488132108.57,pound,Minerals and mining,0.01,4,2023-05-07
United States of America (the),Non-metallic minerals,483177000.0,kilogram,Minerals and mining,0.02,1,2023-05-04
Egypt,Non-metallic minerals,426970000.0,kilogram,Minerals and mining,0.13,0,2023-05-06
Panama,Non-metallic minerals,419219000.0,kilogram,Minerals and mining,0.19,2,2023-05-06
Guadeloupe,Non-metallic minerals,329546000.0,kilogram,Minerals and mining,0.15,2,2023-05-25
Vanuatu,Non-metallic minerals,304927000.0,kilogram,Minerals and mining,0.08,11,2023-05-20
Zambia,Non-metallic minerals,257217730.54,ounce,Minerals and mining,0.12,2,2023-05-05
Hungary,Non-metallic minerals,235546000.0,kilogram,Minerals and mining,0.05,3,2023-05-04
Bolivia (Plurinational State of),Non-metallic minerals,224151000.0,kilogram,Minerals and mining,0.08,5,2023-05-26
Brunei Darussalam,Non-metallic minerals,206204000.0,kilogram,Minerals and mining,0.06,9,2023-05-25
American Samoa,Non-metallic minerals,179164000.0,kilogram,Minerals and mining,0.09,3,2023-05-15
Congo (the Democratic Republic of the),Non-metallic minerals,109399988.36,pound,Minerals and mining,0.08,3,2023-05-25
Jamaica,Non-metallic minerals,29713903.7,pound,Minerals and mining,0.06,13,2023-05-22
Germany,Non-metallic minerals,23311679.6,pound,Minerals and mining,0.03,3,2023-05-02
Pakistan,Non-metallic minerals,895183.71,ton,Minerals and mining,0.27,1,2023-05-06
Sweden,Non-metallic minerals,890755.72,ton,Minerals and mining,0.15,4,2023-05-12
Spain,Non-metallic minerals,847936.44,ton,Minerals and mining,0.09,4,2023-05-11
Western Sahara,Non-metallic minerals,785082.0,metric_ton,Minerals and mining,0.01,9,2023-05-23
Niue,Non-metallic minerals,748932.35,ton,Minerals and mining,0.2,2,2023-05-14
China,Non-metallic minerals,735446.67,ton,Minerals and mining,0.0599999999999999,8,2023-05-20
Eswatini,Non-metallic minerals,690569.38,ton,Minerals and mining,0.02,0,2023-05-12
Northern Mariana Islands (the),Non-metallic minerals,687296.61,ton,Minerals and mining,0.03,0,2023-05-04
Sierra Leone,Non-metallic minerals,587168.17,ton,Minerals and mining,0.09,8,2023-05-25
Belize,Non-metallic minerals,584306.57,ton,Minerals and mining,0.01,0,2023-05-09
Ghana,Non-metallic minerals,512292.57,ton,Minerals and mining,0.18,1,2023-05-29
Tanzania United Republic of,Non-metallic minerals,503475.18,ton,Minerals and mining,0.08,9,2023-05-20
Sao Tome and Principe,Non-metallic minerals,431334.42,ton,Minerals and mining,0.03,7,2023-05-28
Grenada,Non-metallic minerals,421806.04,ton,Minerals and mining,0.22,12,2023-05-23
Thailand,Non-metallic minerals,420474.44,ton,Minerals and mining,0.06,0,2023-05-05
Poland,Non-metallic minerals,390359.3,ton,Minerals and mining,0.05,1,2023-05-13
Gibraltar,Non-metallic minerals,365079.0,metric_ton,Minerals and mining,0.08,0,2023-05-05
Ecuador,Non-metallic minerals,309925.85,ton,Minerals and mining,0.06,3,2023-05-23
Romania,Non-metallic minerals,306654.0,metric_ton,Minerals and mining,0.09,5,2023-05-16
Equatorial Guinea,Non-metallic minerals,215217.46,ton,Minerals and mining,0.01,5,2023-05-17
Ukraine,Non-metallic minerals,179806.82,ton,Minerals and mining,0.09,0,2023-05-11
Senegal,Non-metallic minerals,150236.0,metric_ton,Minerals and mining,0.04,6,2023-05-28
Albania,Non-metallic minerals,144197.75,ton,Minerals and mining,0.02,0,2023-05-03
Bouvet Island,Non-metallic minerals,69572.38,ton,Minerals and mining,0.09,0,2023-05-07
Martinique,Non-metallic minerals,38092.0,metric_ton,Minerals and mining,0.04,0,2023-05-20
Burkina Faso,Non-metallic minerals,4553.65,ton,Minerals and mining,0.08,4,2023-05-09
Svalbard and Jan Mayen,Natural gas,18717407280.47,cubic_centimeter,Energy,0.63,4,2023-05-02
Sweden,Natural gas,17340075862.23,cubic_centimeter,Energy,0.04,2,2023-05-11
French Guiana,Natural gas,15517603615.57,milliliter,Energy,0.04,6,2023-05-29
Suriname,Natural gas,14238729872.93,milliliter,Energy,0.18,4,2023-05-17
Nicaragua,Natural gas,13976544190.34,cubic_centimeter,Energy,0.1699999999999999,11,2023-05-23
Comoros (the),Natural gas,13620969547.68,milliliter,Energy,0.06,9,2023-05-22
Trinidad and Tobago,Natural gas,11621403742.44,milliliter,Energy,0.44,2,2023-05-14
Kiribati,Natural gas,11517820717.6,cubic_centimeter,Energy,0.12,4,2023-05-20
Luxembourg,Natural gas,10853450862.86,milliliter,Energy,0.11,4,2023-05-09
Bangladesh,Natural gas,9677310639.66,milliliter,Energy,0.06,0,2023-05-03
Lebanon,Natural gas,9539011160.91,cubic_centimeter,Energy,0.01,3,2023-05-07
Singapore,Natural gas,8922864895.91,cubic_centimeter,Energy,0.02,0,2023-05-08
Liberia,Natural gas,8482962684.11,milliliter,Energy,0.05,6,2023-05-21
Uruguay,Natural gas,8413558093.11,milliliter,Energy,0.14,3,2023-05-17
Egypt,Natural gas,8375641835.52,cubic_centimeter,Energy,0.09,4,2023-05-05
Jersey,Natural gas,6078805774.75,milliliter,Energy,0.05,4,2023-05-29
Guinea-Bissau,Natural gas,5973014035.88,milliliter,Energy,0.09,9,2023-05-16
Fiji,Natural gas,5413105028.22,milliliter,Energy,0.11,8,2023-05-21
Kyrgyzstan,Natural gas,1042682925.21,milliliter,Energy,0.16,3,2023-05-06
Micronesia (Federated States of),Natural gas,39404563.95,pint,Energy,0.01,3,2023-05-04
Brunei Darussalam,Natural gas,37221868.05,pint,Energy,0.19,1,2023-05-17
Republic of North Macedonia,Natural gas,34566104.1,pint,Energy,0.23,0,2023-05-11
Bolivia (Plurinational State of),Natural gas,28101439.17,pint,Energy,0.1,2,2023-05-03
Lesotho,Natural gas,25544657.45,pint,Energy,0.04,0,2023-05-06
Holy See (the),Natural gas,24239336.73,pint,Energy,0.02,2,2023-05-03
Liechtenstein,Natural gas,22198411.64,pint,Energy,0.02,2,2023-05-03
Georgia,Natural gas,17328324.37,liter,Energy,0.04,4,2023-05-14
Palestine State of,Natural gas,15164269.71,pint,Energy,0.05,3,2023-05-11
United States of America (the),Natural gas,15095329.25,pint,Energy,0.01,3,2023-05-13
Yemen,Natural gas,14502812.78,liter,Energy,0.09,4,2023-05-10
Guam,Natural gas,14149928.24,liter,Energy,0.12,4,2023-05-23
Philippines (the),Natural gas,11900183.1,liter,Energy,0.06,1,2023-05-11
Venezuela (Bolivarian Republic of),Natural gas,10657765.4,pint,Energy,0.14,3,2023-05-24
Saudi Arabia,Natural gas,10407347.53,quart,Energy,0.04,0,2023-05-10
South Africa,Natural gas,9765404.35,liter,Energy,1.0,2,2023-05-05
South Sudan,Natural gas,9738918.23,quart,Energy,0.05,2,2023-05-17
Montenegro,Natural gas,8990995.23,liter,Energy,0.1,0,2023-05-02
Palau,Natural gas,8970848.42,quart,Energy,0.12,0,2023-05-29
Niger (the),Natural gas,8630065.87,quart,Energy,1.0,3,2023-05-04
Bulgaria,Natural gas,8130367.17,quart,Energy,0.09,3,2023-05-06
Czechia,Natural gas,7822812.04,liter,Energy,0.22,8,2023-05-27
Congo (the Democratic Republic of the),Natural gas,7252603.01,quart,Energy,0.07,2,2023-05-09
Lithuania,Natural gas,7186787.35,liter,Energy,0.07,1,2023-05-14
Serbia,Natural gas,6847099.01,quart,Energy,0.07,1,2023-05-26
Mauritania,Natural gas,6323519.96,liter,Energy,0.04,3,2023-05-28
Mozambique,Natural gas,5227506.7,quart,Energy,0.16,4,2023-05-09
Guernsey,Natural gas,4883523.36,liter,Energy,0.07,1,2023-05-23
Morocco,Natural gas,4519385.77,gallon,Energy,0.06,1,2023-05-25
Christmas Island,Natural gas,3978484.36,gallon,Energy,0.08,1,2023-05-22
Oman,Natural gas,3895143.9,gallon,Energy,0.13,9,2023-05-16
Åland Islands,Natural gas,3881888.42,gallon,Energy,0.04,6,2023-05-22
Eswatini,Natural gas,3871340.88,gallon,Energy,0.05,5,2023-05-18
Colombia,Natural gas,3387201.66,gallon,Energy,0.24,1,2023-05-17
Congo (the),Natural gas,3386131.95,quart,Energy,0.19,10,2023-05-22
Iran (Islamic Republic of),Natural gas,2860511.21,liter,Energy,0.05,3,2023-05-02
Seychelles,Natural gas,2674794.39,pint,Energy,0.08,0,2023-05-13
Pakistan,Natural gas,2250641.45,gallon,Energy,0.14,7,2023-05-28
Guyana,Natural gas,2183054.96,gallon,Energy,0.11,5,2023-05-29
Uzbekistan,Natural gas,1877071.79,pint,Energy,0.1399999999999999,4,2023-05-20
Mongolia,Natural gas,1620123.43,gallon,Energy,0.05,4,2023-05-18
Saint Pierre and Miquelon,Natural gas,1442154.39,quart,Energy,0.11,11,2023-05-26
Mali,Natural gas,1139066.18,gallon,Energy,0.09,13,2023-05-26
Norway,Natural gas,565600.69,liter,Energy,0.07,0,2023-05-22
Romania,Natural gas,473427.12,pint,Energy,0.08,5,2023-05-20
Bouvet Island,Natural gas,447445.0,cubic_foot,Energy,0.12,4,2023-05-24
South Georgia and the South Sandwich Islands,Natural gas,445439.0,cubic_foot,Energy,0.05,2,2023-05-04
Papua New Guinea,Natural gas,423993.0,cubic_foot,Energy,0.15,5,2023-05-22
Guadeloupe,Natural gas,405716.0,cubic_foot,Energy,0.12,5,2023-05-16
Jamaica,Natural gas,386073.0,cubic_foot,Energy,0.1,4,2023-05-11
Northern Mariana Islands (the),Natural gas,350046.0,cubic_foot,Energy,0.03,3,2023-05-14
Bahamas (the),Natural gas,340151.0,cubic_foot,Energy,0.23,1,2023-05-03
Zimbabwe,Natural gas,325695.0,cubic_foot,Energy,0.03,2,2023-05-15
Solomon Islands,Natural gas,322144.0,cubic_foot,Energy,0.09,3,2023-05-10
Niue,Natural gas,209839.0,cubic_foot,Energy,0.1499999999999998,0,2023-05-13
Gambia (the),Natural gas,172134.0,cubic_foot,Energy,0.14,11,2023-05-16
Kenya,Natural gas,153098.0,cubic_foot,Energy,0.03,9,2023-05-19
Sint Maarten (Dutch part),Natural gas,120124.0,cubic_foot,Energy,0.05,2,2023-05-15
Virgin Islands (U.S.),Natural gas,44460.0,cubic_foot,Energy,0.08,11,2023-05-23
Mexico,Miscellaneous metal products,324780000.0,gram,Minerals and mining,0.02,1,2023-05-10
Cyprus,Miscellaneous metal products,285691000.0,gram,Minerals and mining,0.05,2,2023-05-24
Albania,Miscellaneous metal products,237606000.0,gram,Minerals and mining,0.11,4,2023-05-05
Italy,Miscellaneous metal products,180400000.0,gram,Minerals and mining,0.04,0,2023-05-18
Poland,Miscellaneous metal products,135847000.0,gram,Minerals and mining,0.09,0,2023-05-27
Serbia,Miscellaneous metal products,95600000.0,gram,Minerals and mining,0.1199999999999997,1,2023-05-03
French Guiana,Miscellaneous metal products,11475184.21,ounce,Minerals and mining,0.08,13,2023-05-28
Gibraltar,Miscellaneous metal products,9983342.53,ounce,Minerals and mining,0.09,10,2023-05-20
Guam,Miscellaneous metal products,9662208.38,ounce,Minerals and mining,0.09,1,2023-05-02
Oman,Miscellaneous metal products,8962584.62,ounce,Minerals and mining,0.02,2,2023-05-15
Rwanda,Miscellaneous metal products,8877362.73,ounce,Minerals and mining,0.06,5,2023-05-29
Ecuador,Miscellaneous metal products,7947435.27,ounce,Minerals and mining,0.07,0,2023-05-12
Puerto Rico,Miscellaneous metal products,7464711.1,ounce,Minerals and mining,0.11,10,2023-05-24
Korea (the Republic of),Miscellaneous metal products,6327408.02,ounce,Minerals and mining,0.03,1,2023-05-16
United States of America (the),Miscellaneous metal products,2833698.46,ounce,Minerals and mining,0.02,4,2023-05-11
Mali,Miscellaneous metal products,708318.79,pound,Minerals and mining,0.03,5,2023-05-19
Solomon Islands,Miscellaneous metal products,588568.1,pound,Minerals and mining,0.16,9,2023-05-26
Benin,Miscellaneous metal products,386915.68,pound,Minerals and mining,0.07,0,2023-05-15
Saudi Arabia,Miscellaneous metal products,306777.65,pound,Minerals and mining,0.11,7,2023-05-16
Dominican Republic (the),Miscellaneous metal products,223912.0,kilogram,Minerals and mining,0.06,4,2023-05-03
Saint Lucia,Miscellaneous metal products,194368.35,pound,Minerals and mining,0.64,7,2023-05-22
Taiwan (Province of China),Miscellaneous metal products,165523.07,pound,Minerals and mining,0.18,1,2023-05-16
Saint Barthélemy,Miscellaneous metal products,151847.79,pound,Minerals and mining,0.37,5,2023-05-23
Senegal,Miscellaneous metal products,150208.0,kilogram,Minerals and mining,0.03,1,2023-05-15
Guinea-Bissau,Miscellaneous metal products,148757.0,kilogram,Minerals and mining,0.01,7,2023-05-20
Republic of North Macedonia,Miscellaneous metal products,119567.71,pound,Minerals and mining,0.01,3,2023-05-29
Martinique,Miscellaneous metal products,116051.0,kilogram,Minerals and mining,0.05,3,2023-05-05
Lithuania,Miscellaneous metal products,90471.1,pound,Minerals and mining,0.07,0,2023-05-18
Liberia,Miscellaneous metal products,71706.0,kilogram,Minerals and mining,0.04,3,2023-05-14
South Sudan,Miscellaneous metal products,70792.0,kilogram,Minerals and mining,0.03,3,2023-05-08
Jamaica,Miscellaneous metal products,52623.0,kilogram,Minerals and mining,0.01,3,2023-05-08
Sudan (the),Miscellaneous metal products,23516.0,kilogram,Minerals and mining,0.07,4,2023-05-19
Fiji,Miscellaneous metal products,18503.4,pound,Minerals and mining,0.0100000000000001,4,2023-05-04
Nicaragua,Miscellaneous metal products,15418.0,kilogram,Minerals and mining,0.01,2,2023-05-03
Saint Vincent and the Grenadines,Miscellaneous metal products,7468.0,kilogram,Minerals and mining,0.05,0,2023-05-23
Sri Lanka,Miscellaneous metal products,2310.44,pound,Minerals and mining,0.11,12,2023-05-20
Suriname,Miscellaneous metal products,359.28,ton,Minerals and mining,0.02,9,2023-05-23
Bulgaria,Miscellaneous metal products,345.38,ton,Minerals and mining,0.05,13,2023-05-28
Micronesia (Federated States of),Miscellaneous metal products,339.12,ton,Minerals and mining,0.09,0,2023-05-14
United States Minor Outlying Islands (the),Miscellaneous metal products,330.46,ton,Minerals and mining,0.15,2,2023-05-12
American Samoa,Miscellaneous metal products,322.8,metric_ton,Minerals and mining,0.04,2,2023-05-10
Turks and Caicos Islands (the),Miscellaneous metal products,311.19,ton,Minerals and mining,0.03,0,2023-05-04
Azerbaijan,Miscellaneous metal products,306.94,ton,Minerals and mining,0.01,12,2023-05-21
Cabo Verde,Miscellaneous metal products,305.67,metric_ton,Minerals and mining,0.01,1,2023-05-04
New Zealand,Miscellaneous metal products,262.06,ton,Minerals and mining,0.01,12,2023-05-24
Montenegro,Miscellaneous metal products,218.69,ton,Minerals and mining,0.09,3,2023-05-19
Hungary,Miscellaneous metal products,218.55,metric_ton,Minerals and mining,0.05,11,2023-05-23
Spain,Miscellaneous metal products,209.37,ton,Minerals and mining,0.01,1,2023-05-05
Eswatini,Miscellaneous metal products,207.04,metric_ton,Minerals and mining,0.06,3,2023-05-05
Paraguay,Miscellaneous metal products,199.64,metric_ton,Minerals and mining,0.07,4,2023-05-08
Iceland,Miscellaneous metal products,198.55,ton,Minerals and mining,0.01,4,2023-05-29
Marshall Islands (the),Miscellaneous metal products,180.26,ton,Minerals and mining,0.21,4,2023-05-26
Egypt,Miscellaneous metal products,173.27,ton,Minerals and mining,0.01,5,2023-05-21
Brunei Darussalam,Miscellaneous metal products,159.34,ton,Minerals and mining,0.08,0,2023-05-13
Bermuda,Miscellaneous metal products,155.06,metric_ton,Minerals and mining,0.06,5,2023-05-25
Heard Island and McDonald Islands,Miscellaneous metal products,150.17,ton,Minerals and mining,0.16,1,2023-05-10
Slovenia,Miscellaneous metal products,138.73,ton,Minerals and mining,0.08,3,2023-05-19
Iraq,Miscellaneous metal products,130.64,ton,Minerals and mining,0.05,4,2023-05-11
Czechia,Miscellaneous metal products,124.86,ton,Minerals and mining,0.18,2,2023-05-12
France,Miscellaneous metal products,101.05,ton,Minerals and mining,0.27,10,2023-05-29
Japan,Miscellaneous metal products,89.08,ton,Minerals and mining,0.08,1,2023-05-22
Mongolia,Miscellaneous metal products,84.45,ton,Minerals and mining,0.01,6,2023-05-24
Somalia,Miscellaneous metal products,37.43,ton,Minerals and mining,0.38,10,2023-05-22
Andorra,Miscellaneous metal products,25.18,ton,Minerals and mining,0.2,2,2023-05-08
Palestine State of,Miscellaneous metal products,23.79,ton,Minerals and mining,0.07,3,2023-05-14
Saint Helena Ascension and Tristan da Cunha,Miscellaneous metal products,3.3,ton,Minerals and mining,0.09,0,2023-05-23
Curaçao,Metallic minerals,1725684000000.0,gram,Minerals and mining,0.06,12,2023-05-25
United Kingdom of Great Britain and Northern Ireland (the),Metallic minerals,1672261000000.0,gram,Minerals and mining,0.09,0,2023-05-04
Kiribati,Metallic minerals,935320000000.0,gram,Minerals and mining,0.12,3,2023-05-07
Armenia,Metallic minerals,871834000000.0,gram,Minerals and mining,0.09,10,2023-05-22
Uganda,Metallic minerals,442563000000.0,gram,Minerals and mining,0.4,1,2023-05-29
Guam,Metallic minerals,143880000000.0,gram,Minerals and mining,0.02,9,2023-05-25
Egypt,Metallic minerals,60078858910.26,ounce,Minerals and mining,0.01,12,2023-05-16
South Sudan,Metallic minerals,60013531532.73,ounce,Minerals and mining,0.05,0,2023-05-10
Ghana,Metallic minerals,54721731761.05,ounce,Minerals and mining,0.08,0,2023-05-22
Singapore,Metallic minerals,43515405693.44,ounce,Minerals and mining,0.04,2,2023-05-20
Saint Pierre and Miquelon,Metallic minerals,41289124858.96,ounce,Minerals and mining,0.11,4,2023-05-07
China,Metallic minerals,29526881151.02,ounce,Minerals and mining,0.04,3,2023-05-12
Sint Maarten (Dutch part),Metallic minerals,28026644275.34,ounce,Minerals and mining,0.03,13,2023-05-23
Indonesia,Metallic minerals,26307532465.77,ounce,Minerals and mining,0.1699999999999999,9,2023-05-23
Italy,Metallic minerals,20412054109.29,ounce,Minerals and mining,0.06,0,2023-05-13
Martinique,Metallic minerals,18706734418.84,ounce,Minerals and mining,0.13,12,2023-05-21
United Arab Emirates (the),Metallic minerals,12940746776.67,ounce,Minerals and mining,0.1,4,2023-05-13
Mali,Metallic minerals,12561974973.26,ounce,Minerals and mining,0.09,4,2023-05-04
Suriname,Metallic minerals,3618352310.47,pound,Minerals and mining,0.01,6,2023-05-19
Guinea,Metallic minerals,3396889149.61,pound,Minerals and mining,0.41,3,2023-05-10
Bouvet Island,Metallic minerals,3206200315.94,pound,Minerals and mining,0.06,2,2023-05-04
Taiwan (Province of China),Metallic minerals,2542921963.17,pound,Minerals and mining,0.08,2,2023-05-02
South Georgia and the South Sandwich Islands,Metallic minerals,2536515329.83,ounce,Minerals and mining,0.19,3,2023-05-10
Zambia,Metallic minerals,1725207591.12,pound,Minerals and mining,0.15,2,2023-05-24
Samoa,Metallic minerals,1642180000.0,kilogram,Minerals and mining,0.17,6,2023-05-18
Bulgaria,Metallic minerals,1634820268.25,pound,Minerals and mining,0.07,3,2023-05-03
Sierra Leone,Metallic minerals,1611299149.5,pound,Minerals and mining,0.02,5,2023-05-26
Iraq,Metallic minerals,1434782000.0,kilogram,Minerals and mining,0.08,4,2023-05-13
Eswatini,Metallic minerals,1407652000.0,kilogram,Minerals and mining,0.05,3,2023-05-03
Guadeloupe,Metallic minerals,1331827000.0,kilogram,Minerals and mining,0.12,6,2023-05-26
Sri Lanka,Metallic minerals,1203282000.0,kilogram,Minerals and mining,0.12,0,2023-05-20
Greece,Metallic minerals,1150497747.57,pound,Minerals and mining,0.67,4,2023-05-05
